《中国排球》杂志将创刊,1985-01-21,1985-01,科技
放开，不是撒手不管（国内短评）,1985-03-04,1985-03,科技
中英签署关于发展珠江三角洲数字电话工程协议,1985-03-09,1985-03,科技
上海市内电话使用新型报警设备,1985-03-11,1985-03,科技
南京市商业网点迅速增加,1985-03-16,1985-03,科技
议请客送礼（国内短评）,1985-03-25,1985-03,科技
放开后管理要跟上（本报评论）,1985-03-26,1985-03,科技
用信息安排生产靠人才刻意求新,1985-04-02,1985-04,科技
“英国广播公司”国外听众超过一亿,1985-04-05,1985-04,科技
香港大东电报局开展“电话邮箱”服务,1985-04-15,1985-04,科技
解除科技人员的后顾之忧,1985-04-22,1985-04,科技
上海教育学院为西藏培训的藏族计算机专业人员结业,1985-05-06,1985-05,科技
无锡加快城乡邮电建设步伐,1985-05-24,1985-05,科技
中科院上海分院建成计算机网络,1985-07-11,1985-07,科技
《全国信息汇编》杂志变相出售“记者证”从中牟利六万多元在社会上造成恶劣影响,1985-08-22,1985-08,科技
既当“卫士”  又当“护士”,1985-09-10,1985-09,科技
就国家版权局的设立答记者问,1985-09-13,1985-09,科技
“虚”题作出“实”文章,1985-10-15,1985-10,科技
广告要为建设社会主义两个文明服务,1985-11-24,1985-11,科技
福建乡镇企业今年创汇近二亿美元,1985-12-21,1985-12,科技
