郭沫若向古巴人民发表新年祝词  中古人民共同斗争保卫和平,1961-01-02,1961-01,体育
提高质量  增加品种    天津工业战线职工精神饱满迎接新的胜利,1961-01-07,1961-01,体育
比利时工人抗议社会党破坏罢工    蒙斯两万五千人示威决心斗争到胜利,1961-01-14,1961-01,体育
叶季壮欢宴缅甸贸易代表团    同日和吴敦在友好气氛中进行会谈,1961-01-20,1961-01,体育
有问必答  来访必见  有始有终    青海各机关认真处理群众来信接待群众来访加强同群众联系,1961-01-23,1961-01,体育
伊拉克男子篮球队到昆明,1961-01-26,1961-01,体育
靠山吃山靠水吃水  天地广阔门路很多    江西冬季副业生产丰富多采,1961-01-31,1961-01,体育
通过调查研究  肯定优良品种    平稳大队支部书记唐绍运协助小队订好种植计划,1961-02-03,1961-02,体育
解放军发扬艰苦奋斗的光荣革命传统      官兵一齐动手从事农副业生产                      现正利用训练空隙加紧兴修水利积肥造肥为春季生产作准备,1961-02-08,1961-02,体育
树立信心  鼓足干劲  工作到家  措施落实    胜利矿三区战胜困难月月超产,1961-03-09,1961-03,体育
到田间横扫病魔  保社员身强力壮    内蒙古大批医务人员深入基层防病治病支援春耕生产,1961-03-10,1961-03,体育
中古两国人民互相支持加强合作    南汉宸在哈瓦那招待记者介绍我经济建设成就展览会,1961-03-16,1961-03,体育
农业标兵带头攻难关  先进集体热情帮后进    抚州专区百万人鼓劲赛春耕    民耀生产队组织小型对手赛队队力争超包产,1961-03-17,1961-03,体育
继承光荣传统  发扬战斗精神    巴黎人民集会纪念巴黎公社九十周年,1961-03-18,1961-03,体育
向群众学习  从实际出发    坚持调查研究正确指挥生产    梁村公社解决了许多有关旱原增产和公社建设中的重大问题,1961-03-22,1961-03,体育
加强对非洲和拉丁美洲的渗透    肯尼迪要求增拨活动费,1961-03-22,1961-03,体育
乒乓之声整日响不断  练习馆里友谊气氛浓    抵京各国乒乓球队开始赛前练习    迎接第２６届世界乒乓球锦标赛,1961-03-31,1961-03,体育
我国各地群众发出热情洋溢的电报和书信  祝贺乒乓球队赢得荣誉,1961-04-11,1961-04,体育
调查访问  名匠归队  质量检查  武汉增产名牌手工业品,1961-04-14,1961-04,体育
美国军舰两次侵入我领海    我提出第１５２次严重警告,1961-05-31,1961-05,体育
黄华大使和阿尔及利亚常驻代表    在阿克拉联合举行电影晚会,1961-06-03,1961-06,体育
检阅成绩  交流经验  繁荣创作    “上海之春”音乐会结束,1961-06-03,1961-06,体育
中国人民坚决和朝鲜兄弟站在一起    刘宁一致函支持朝鲜人民反美爱国斗争,1961-06-04,1961-06,体育
冯沙万和丰萨万在纳门会谈会上揭露    叛方反动纲领违背老挝人民的愿望,1961-06-15,1961-06,体育
靖西培育“田七”,1961-06-30,1961-06,体育
史蒂文森继续发出敌视古巴的叫嚷    美国记者承认史蒂文森煽动南美国家反对古巴的阴谋没有得逞,1961-06-30,1961-06,体育
正直公社十二大队第三和第一生产队    条件相同工分值相差一半    重要原因是：一个队克勤克俭，一个队大手大脚,1961-07-02,1961-07,体育
中国革命与越南革命    ——为庆祝中国共产党四十周年而作,1961-07-03,1961-07,体育
预祝蒙古社会主义建设获得新的高涨    周恩来总理在蒙古驻华大使招待会上的讲话,1961-07-12,1961-07,体育
发扬解放军尊干爱兵优良传统    昆明部队和某部九连官兵学习连队管理教育工作条例,1961-07-20,1961-07,体育
“松川事件”全体被告联合声明    要继续同美日反动派的阴谋进行斗争,1961-08-09,1961-08,体育
古拉特副总统在杭州参观访问  他说人民公社的繁荣就是中国的繁荣,1961-08-20,1961-08,体育
认真执行规程  细心照顾旅客    太原铁路局京快第一包乘组的工作做得好,1961-08-25,1961-08,体育
在国内反民族势力和“外国集团”的压力下    巴西总统夸德罗斯宣布辞职,1961-08-27,1961-08,体育
西德当局绑架苏联工作人员  苏联大使馆抗议西德挑衅行为,1961-08-31,1961-08,体育
提高饲养管理水平  大抓配种保胎工作    阿勒泰专区发展耕畜支援农业,1961-09-05,1961-09,体育
商雒专区人民上山入川大办粮食    苦干三年缺粮区变成余粮区,1961-09-07,1961-09,体育
改善劳动组织  推行责任制度    贵州收秋粮注重工效质量,1961-09-12,1961-09,体育
周铺公社五大队开展评比活动    新人新事多  生产搞得好    东勇大队加强思想政治教育社员觉悟提高,1961-09-20,1961-09,体育
古巴革命事业的前进不可阻挡    美帝阴谋注定要遭到可耻失败,1961-09-26,1961-09,体育
民航上海管理局专业飞行大队    帮助江苏山东等省灭蝗,1961-09-29,1961-09,体育
参加德意志民主共和国国庆活动    我国党政代表团离京去柏林,1961-10-04,1961-10,体育
对外文委招待各国驻中国使节    邀请波兰单独表演家小组演出,1961-10-05,1961-10,体育
首都盛会欢迎尼泊尔国王和王后    热烈庆祝中尼两国签订边界条约    刘少奇主席周恩来总理等国家领导人出席了大会,1961-10-06,1961-10,体育
丰收地区农民的崇高风格  羊庄公社精收细打计划用粮    卖粮超计划  生活安排好    杨家庄大队多卖余粮八万斤,1961-11-14,1961-11,体育
鄂赣林区完成全年伐木上调任务    湖北趁农闲空隙又为明年砍伐木材一万多立方米    江西争取大雪封山以前再为国家多生产一些木材,1961-12-13,1961-12,体育
中共新乐县委接受读者建议    加强教育  建立制度  保证积肥质量    马头铺公社制订六项具体措施力争肥料质量并重,1961-12-19,1961-12,体育
为中国军事友好代表团访问越南    我驻越南大使举行盛大招待会,1961-12-30,1961-12,体育
隆冬天气，西沟大队一片热气腾腾	社员竞比高：看来年生产准备谁最好	李顺达申纪兰带头劳动，社员积极送粪修农具垒梯田垫河滩,1961-12-31,1961-12,体育
