遵照毛主席的教导走自力更生的道路后坪大队依靠集体力量创办一所保健站贫下中农自己培养的医生，有为人民服务的革命精神，深受群众欢迎,1969-01-15,1969-01,体育
为美苏加紧进行肮脏交易制造气氛  苏修无耻吹捧美帝头子尼克松,1969-01-22,1969-01,体育
不怕美帝威胁欺骗将反帝斗争进行到底阿尔及利亚和刚果（布）朋友指出尼克松挽救不了美帝即将灭亡的命运,1969-02-15,1969-02,体育
邯郸国棉三厂革委会用毛泽东思想统帅清理阶级队伍的工作深入调查研究正确执行党的政策充分发挥了政策的威力，团结了一切可以团结的力量，稳、准、狠地打击了一小撮最顽固的阶级敌人,1969-02-24,1969-02,体育
上海吴泾热电厂革委会和驻厂解放军支左人员正确处理革命和生产的关系坚定不移地走突出无产阶级政治的道路永远以革命来挂帅，来带头，来促进生产,1969-03-02,1969-03,体育
充分发动群众用毛主席的伟大教导检查总结工作唐山永红桥粮站革委会月月召开民主会大大激发了革命群众的政治热情，斗批改革命群众运动不断向纵深发展，各项工作都搞得生气勃勃,1969-03-03,1969-03,体育
新西兰共产党全国书记处发表声明严厉谴责苏修对中国武装挑衅,1969-03-20,1969-03,体育
坦桑尼亚大学生游行示威要求驱逐美帝特务“教员”,1969-04-01,1969-04,体育
阿尔巴尼亚人民胜利完成第一季度生产任务遵照劳动党和霍查同志教导发扬忘我的劳动精神,1969-04-18,1969-04,体育
紧跟伟大领袖毛主席奋勇前进！——首都军民热烈欢庆党的第九次全国代表大会胜利闭幕,1969-04-26,1969-04,体育
紧紧团结在毛主席周围，夺取更大的胜利！——热烈欢呼伟大领袖毛主席和林副主席接见来自全国各地的革命战士,1969-05-21,1969-05,体育
遵循自力更生的革命原则发扬敢想敢干的英雄气概阿开展群众性科技革命取得显著成就,1969-06-03,1969-06,体育
帮助医务人员正确处理政治和业务关系驻湖北医学院附属第二医院宣传队热情引导医务人员改变旧思想，全心全意为工农兵服务,1969-06-09,1969-06,体育
卡翁达总统和达达赫总统发表联合公报重申声援非洲人民解放斗争,1969-06-25,1969-06,体育
革命促进生产大发展南昌铁路局上半年运输生产指标超过去年同期水平昆明铁路局提前半个月完成了今年上半年运输任务,1969-07-05,1969-07,体育
坚持继续革命自觉斗私批修罗田县革委会成员不断增强无产阶级党性，增强革命团结，带领各级革委会和广大革命群众夺取新的胜利,1969-07-12,1969-07,体育
尼雷尔总统为中国援建的医院奠基卡鲁姆第一副总统和仲曦东大使共祝中坦友好合作日益发展,1969-07-14,1969-07,体育
巴基斯坦报纸继续欢呼努尔·汗访华成功巴中友好关系提供互利合作好榜样,1969-07-23,1969-07,体育
无产阶级必须团结一切可以团结的力量抚顺煤矿广大工人认真贯彻‘九大’精神，落实毛主席的各项无产阶级政策，调动一切积极因素，推动斗、批、改深入发展,1969-07-28,1969-07,体育
为保卫祖国站好岗放好哨打好仗福建前线高炮某部一号对空监视哨，发扬‘一不怕苦，二不怕死’的革命精神，常备不懈，出色地完成了战斗任务，连续八年被评为四好单位,1969-07-28,1969-07,体育
开办业余学校关于公办小学下放到大队来办的讨论五十六巩固农村教育革命成果，开展农村中、小学教育大纲（草案）的讨论,1969-07-31,1969-07,体育
发扬敢于斗争的革命精神不断主动出击敌人泰国人民解放军九月份取得新战果“泰国人民之声”谴责他侬卖国集团为虎作伥参与美帝侵略老挝战争,1969-10-18,1969-10,体育
在革命竞赛中怎样摆正革命和生产的关系？平顶山矿务局的体会是：革命竞赛要大力突出无产阶级政治,1969-10-29,1969-10,体育
越南南方解放通讯社揭露尼克松好战和疯狂的本性尼克松讲话不过是侵略者的陈词滥调,1969-11-10,1969-11,体育
越南《人民军队报》谴责尼克松的战争叫嚣美帝国主义是非常顽固的侵略者,1969-11-12,1969-11,体育
北京二七机车车辆工厂认真落实党的对敌斗争政策充分发挥战无不胜的毛泽东思想的强大威力做好把敌人营垒中多数人改造成新人的工作,1969-12-08,1969-12,体育
尼雷尔总统接见我政府铁路代表团团长代表团参观鲁弗国营农场和鲁弗国民服务队营地受到热烈欢迎,1969-12-17,1969-12,体育
