高举反美爱国的战斗旗帜  不畏强暴英勇斗争    日本群众运动蓬勃发展,1971-02-02,1971-02,体育
后藤报告访问中国和辞去“亚乒联”主席等情况    日本乒乓球协会常任理事会表示同意,1971-02-25,1971-02,体育
在伟大领袖毛主席和党中央的亲切关怀下    中国共产党河南省第三次代表大会隆重召开    大会选出了中国共产党河南省第三届委员会,1971-03-12,1971-03,体育
上海县新泾公社干部切实改变领导作风    深入基层，又劳动又工作,1971-03-19,1971-03,体育
在欢迎尼泊尔全国评议会友好代表团宴会上    郭沫若副委员长的讲话,1971-03-22,1971-03,体育
参加第三十一届世界乒乓球锦标赛    尼泊尔乒乓球代表队离北京赴日本,1971-03-23,1971-03,体育
罗马尼亚乒乓球协会发表声明    支持柬王国民族团结政府发言人和越南南方共和新闻文化部发言人    发表的声明，强调只有这两个政府有权派代表参加第三十一届世界    乒乓球锦标赛,1971-03-25,1971-03,体育
有了共产党才有新中国    ——揭露“国防戏剧”为国民党服务的反动本质,1971-04-02,1971-04,体育
苏丹主席和阿联副总统谴责约旦当局罪恶阴谋    坚决支持巴勒斯坦革命,1971-04-06,1971-04,体育
结束在我国的访问  四位法国朋友离上海回国,1971-05-26,1971-05,体育
在毛主席的“发展体育运动，增强人民体质”光辉题词指引下	我国体育事业迅速发展出现朝气蓬勃的崭新面貌	体育事业的发展，有效地增强了人民体质，	对于促进我国的社会主义建设事业、	加强国防建设和增进同各国人民的友谊，发挥了积极的作用,1971-06-10,1971-06,体育
武元甲副总理致电乔森潘副首相    热烈祝贺他被任命为柬埔寨民族解放人民武装力量总司令,1971-06-13,1971-06,体育
越中友好农业生产合作社举行集会    热烈庆祝中国共产党成立五十周年,1971-07-08,1971-07,体育
广泛开展人民游击战争    越南南方各地军民取得新战果,1971-07-29,1971-07,体育
我乒乓球协会举行欢迎仪式    热烈欢迎日本少年乒乓球代表团和日乒协参观团    郭沫若副委员长等出席  中日两国少年运动员进行友谊比赛,1971-08-19,1971-08,体育
佩雷菲特发表谈话    驳斥“两个中国”或“一中一台”谬论,1971-09-04,1971-09,体育
海尔·塞拉西皇帝离京到上海访问受到热烈欢迎    周总理陪同贵宾到上海，    张春桥主任和上海市革委会、驻军负责人到机场欢迎,1971-10-11,1971-10,体育
形势喜人  形势逼人——山西省农业学大寨运动见闻,1971-10-18,1971-10,体育
罗马尼亚驻华大使馆武官举行招待会    庆祝罗武装部队日二十七周年    李德生肖劲光同志等应邀出席  杜马大使出席了招待会,1971-10-26,1971-10,体育
为罗马尼亚军队“多依那”艺术团访问我国    罗驻华大使杜马举行酒会    郭沫若副委员长等出席  迪努·斯泰利安团长和王国权同志祝酒,1971-10-30,1971-10,体育
前来观摩亚非乒乓球友好邀请赛港澳参观团到京,1971-11-01,1971-11,体育
亚非乒乓球友好邀请赛组织委员会、我对外友协举行文艺晚会    招待各个国家和地区的乒乓球代表团    演出革命现代京剧《智取威虎山》受到热烈欢迎,1971-11-09,1971-11,体育
“胜负是暂时的，友谊是长存的”    ——亚非乒乓球友好邀请赛友好活动散记,1971-11-17,1971-11,体育
为我舞剧团在南斯拉夫访问演出  我驻南大使曾涛举行招待会,1971-11-26,1971-11,体育
增强党的观念  坚持集体领导    ——记中共玉田县委书记邢克明同志的事迹,1971-12-03,1971-12,体育
庆祝坦噶尼喀独立十周年    坦桑尼亚大使举行电影酒会,1971-12-09,1971-12,体育
叶剑英副主席同阿巴斯副总统会谈    会谈在亲切友好的气氛中进行,1971-12-18,1971-12,体育
发扬自力更生精神  充分利用本国资源    罗马尼亚工农业战线取得重大成就,1971-12-27,1971-12,体育
