让祖国江山永远象红领巾一样鲜艳首都两万多名少先队员和少年儿童瞻仰毛主席遗容,1978-06-01,1978-06
结合揭批“四人帮”认真总结第十一次路线斗争经验教训贵州省委连续整风增强团结提高战斗力,1978-06-01,1978-06
大邑县委取消错误规定鼓励社员经营正当家庭副业,1978-06-01,1978-06
乃东县委作出六条规定社队干部不能乱拿工分补贴,1978-06-01,1978-06
在华主席、党中央亲切关怀下尽快实现毛主席周总理遗愿我国第一台高能加速器预研工程在京动工,1978-06-01,1978-06
希望寄托在新一代的身上——为一九七八年“六·一”国际儿童节而作,1978-06-01,1978-06
外行人的祝贺,1978-06-01,1978-06
大家一起来努力,1978-06-01,1978-06
再为孩子们讲一句话,1978-06-01,1978-06
编者按,1978-06-01,1978-06
要重视儿童文学创作,1978-06-01,1978-06
终于盼到了这一天,1978-06-01,1978-06
高能物理和高能加速器,1978-06-01,1978-06
毛主席的妇女运动路线不容篡改,1978-06-01,1978-06
葵花朵朵向太阳——访北京市少年宫,1978-06-01,1978-06
我的丈夫是怎样被越南当局迫害死的？——归国难侨林玉芳的血泪控诉,1978-06-01,1978-06
纪录片《越南当局驱赶华侨纪实》今天起在全国上映,1978-06-01,1978-06
萨莫拉总统率代表团离沪去匈牙利耿飚副总理等在北京送行,1978-06-01,1978-06
李先念副总理会见英国议员团,1978-06-01,1978-06
上海国际体操友好邀请赛将在最近举行,1978-06-01,1978-06
八十多个国家的驻华使节分批访问山东省,1978-06-01,1978-06
马丁内斯·德奥斯部长举行答谢宴会阿根廷经济代表团离京去上海访问,1978-06-01,1978-06
邓颖超副委员长会见浅沼夫人,1978-06-01,1978-06
外事往来,1978-06-01,1978-06
柬罗发表联合公报反对外来干涉两国友好合作条约强调支持各国维护民族独立主权的斗争,1978-06-01,1978-06
齐奥塞斯库总统回到布加勒斯特,1978-06-01,1978-06
芬兰总理索尔萨接见我新闻代表团,1978-06-01,1978-06
