冀南新区廿五县四千余村  初步实现土地改革二百五十万农民卷入运动赤贫绝迹现正整顿组织解决遗漏村土地问题,1946-11-01,1946-11
元朝深入填平补齐  地主隐蔽土地终于归还农民,1946-11-01,1946-11
杀伤进犯蒋伪千余后  水冶我军转移外线太行地方武装反击安阳获捷  冀鲁豫各县游击队迭创蒋军,1946-11-01,1946-11
冀东我军普遍展开反击  收复崔黄口等据点,1946-11-01,1946-11
华中野战军司令部号召全军  再接再厉歼灭进犯者,1946-11-01,1946-11
陕甘宁边府林主席  欢宴克利浦斯夫人克氏夫人希望增进中英友谊,1946-11-01,1946-11
赵县军民全面反击  全境大部肃清敌踪,1946-11-01,1946-11
胶东我军袭入昌邑  激战竟日歼敌六百,1946-11-01,1946-11
保加利亚大选初步总结  祖国阵线获压倒胜利,1946-11-01,1946-11
挪威智利代表支持苏方意见  坚持五强一致表决权联合国大会场美警美特捣乱,1946-11-01,1946-11
四川民军屡破围剿  建立统一指挥拥有美械装备,1946-11-01,1946-11
国际简讯,1946-11-01,1946-11
克利浦斯夫人,1946-11-01,1946-11
欢迎克利浦斯夫人来延  解放日报廿九日社论,1946-11-01,1946-11
邯郸全市工人代表座谈时事  反对美军留驻中国决议加紧生产支援自卫前线  工会号召扩大工人武装保卫翻身果实,1946-11-01,1946-11
前线蒋军殷念妻子渴望和平  迫切要求美军撤退黄正成戴涛两将军谈话,1946-11-01,1946-11
深入土地改革  内邱细致分配土地有好地的分坏地，有远地的分近地；粮食物资分等填补，家家获得生产资本。,1946-11-01,1946-11
太岳大力开展纺织  保证明年全区穿衣自给计划置拉梭机万架争取村村纺织,1946-11-01,1946-11
山东厉行精简生产节约  热烈捐输支援前线,1946-11-01,1946-11
邯市妇女界一致决定：今后更加团结起来把备战和生产作好,1946-11-01,1946-11
太岳举行要求美军撤退周  各校师生纷出宣传,1946-11-01,1946-11
太谷边地格子头村  武装守卫下继续翻身七天内算回土地三百余亩,1946-11-01,1946-11
番田村群众回忆翻身觉悟提高  忿斗小蒋介石李元祥,1946-11-01,1946-11
“把侵入焦作的敌人消灭在焦作！”,1946-11-01,1946-11
生活往上升,1946-11-01,1946-11
高树勋将军起义周年纪念  各方贺电一束,1946-11-02,1946-11
参议会副议长邢肇棠氏  电贺胡景铎将军举义,1946-11-02,1946-11
大丹河西沁水北岸  广大农村重获解放太行我军屡创道清路南蒋伪,1946-11-02,1946-11
中央局号召全区军民  粉碎蒋介石抓丁阴谋,1946-11-02,1946-11
蒋军继续扩大东北内战  严重危害第三方面斡旋,1946-11-02,1946-11
平原伪匪渐次击灭  大部地区转入翻身运动,1946-11-02,1946-11
我军围困迁安一度袭入城内  万余民兵大破北宁路,1946-11-02,1946-11
军区工、炮兵队训练期满  即将驰赴自卫前线,1946-11-02,1946-11
十月革命后伟大成就  苏联文盲绝迹  美建国百五十年文盲仍多,1946-11-02,1946-11
