中国世界语刊授学校成立,1985-01-10,1985-01,教育
珠海市体委重视中小学校体育,1985-01-15,1985-01,教育
学点“失足者心理学”,1985-01-25,1985-01,教育
地方智力拥军  军队为地方输送人才（坚定不移、慎重初战、务求必胜  不失时机地把改革继续推向前进）,1985-04-02,1985-04,教育
会计人才培养出现大好局面,1985-04-15,1985-04,教育
教家长怎样教孩子,1985-04-27,1985-04,教育
变“死”钱为“活”钱  聚零钱为整钱,1985-05-05,1985-05,教育
企业非私产  岂容领导安插子女谋私  唐山外贸公司边整边犯    监狱设考场  允许犯人参加自学高考  广东有关部门敢想敢干（今日首都和各省市区报纸要目）,1985-05-06,1985-05,教育
福建省留学生奖学金基金会成立,1985-05-10,1985-05,教育
在全国教育工作会议上的讲话,1985-05-31,1985-05,教育
西北少数民族师资培训中心在兰州成立,1985-06-11,1985-06,教育
决策学——一门新兴的学科,1985-06-13,1985-06,教育
我们的办学条件不能改变一下吗？,1985-06-15,1985-06,教育
德育要结合实际适应时代,1985-06-23,1985-06,教育
民办学校如何在竞争中立足,1985-06-29,1985-06,教育
高考落第前途在  职业培训亦成才  广东一批单位争要身怀薄技者    产品畅销隐忧存  质量把关莫止休  武汉洗衣机厂自揭美中不足处（今日首都和各省市区报纸要目）,1985-07-03,1985-07,教育
一些大学教授公开指责“不接触”政策,1985-08-12,1985-08,教育
推动中美洲和平进程的新势头（国际短评）,1985-08-28,1985-08,教育
向人民功臣学习（国内短评）,1985-09-06,1985-09,教育
浙江决定扶持贫困地区教育事业（人民教师  无尚光荣）,1985-09-10,1985-09,教育
金堂县委清退“辛苦费”“挂钩奖”,1985-10-08,1985-10,教育
克拉玛依油田职工中的大中专毕业生达百分之八,1985-10-21,1985-10,教育
哈尔滨市认真选拔中青年干部,1985-10-23,1985-10,教育
减轻农民经济负担  须精简领导机构  慈溪县委作出榜样    增加食堂花色品种  靠改进干部作风  华南师大应受表扬（今日首都和各省市区报纸要目）,1985-11-10,1985-11,教育
北京表彰五千八百名“三好”中学生,1985-11-17,1985-11,教育
伊宁市俄罗斯中学成立,1985-11-29,1985-11,教育
不执行，还要规章制度干啥？,1985-11-30,1985-11,教育
高校思想政治工作也要改革,1985-12-01,1985-12,教育
山东选拔优秀专科毕业生入本科深造,1985-12-15,1985-12,教育
沅江县四年集资二千万元办学,1985-12-15,1985-12,教育
我们是怎样加强师专建设的,1985-12-29,1985-12,教育
