胡耀邦总书记结束访日回到北京,1983-12-01,1983-12
胡耀邦在长崎举行记者招待会,1983-12-01,1983-12
六届人大常委会三次会议举行全体会议,1983-12-01,1983-12
严肃认真清除思想战线精神污染  才能加强社会主义精神文明建设,1983-12-01,1983-12
开创中日友好合作的新世纪,1983-12-01,1983-12
１９８３年全国节能先进企业表彰大会在北京举行,1983-12-01,1983-12
青岛市能源有效利用率达３２％,1983-12-01,1983-12
长白公社酒厂利用酒糟常年制沼发电,1983-12-01,1983-12
案立案受理再次发表声明,1983-12-01,1983-12
刘娘府大队按城市需要发展生产,1983-12-01,1983-12
蝼蚁之穴可以溃长堤,1983-12-01,1983-12
泰兴发现工业性二氧化碳气流,1983-12-01,1983-12
石家庄市石英玻璃厂今年头十个月盈利８０多万元,1983-12-01,1983-12
浙江省重要港口海门港正式对外开放,1983-12-01,1983-12
疏导引出新局面,1983-12-01,1983-12
“滞货”也有“不滞”时,1983-12-01,1983-12
烂泥田里莲藕壮,1983-12-01,1983-12
“自留山”上财富多,1983-12-01,1983-12
问题抓得准  工作做得细,1983-12-01,1983-12
北京加快中等职业技术教育发展速度,1983-12-01,1983-12
贵州二百多名科技人员当上劳模和先进工作者,1983-12-01,1983-12
我国农村兴建了七千多个集镇影剧院,1983-12-01,1983-12
连秉钧在国内首创放射免疫新技术,1983-12-01,1983-12
当前防疫体制改革的重点是公社医院,1983-12-01,1983-12
治疗子宫出血良药  珍珠精母注射液研制成功,1983-12-01,1983-12
茶树与湿地松间作,1983-12-01,1983-12
农工民主党智力支边取得成果,1983-12-01,1983-12
北大荒版画作者创作出大量具有乡士气息作品,1983-12-01,1983-12
吉林省纪委、四平市委严肃处理徇私违纪者,1983-12-01,1983-12
今日首都和各省市区报纸要目,1983-12-01,1983-12
中国男排苦战五局击败南朝鲜队,1983-12-01,1983-12
百尺竿头  更进一步,1983-12-01,1983-12
在继承中发展  在实践中创新,1983-12-01,1983-12
把学习文件看作是整党不走过场的重要一环,1983-12-01,1983-12
