今日要目,1963-09-01,1963-09
今日天气预报（北京地区）,1963-09-01,1963-09
中国政府发言人声明——评苏联政府八月二十一日的声明,1963-09-01,1963-09
我们的朋友和同志遍于全世界,1963-09-01,1963-09
“中国使我们感到很有信心”荷兰老革命者谴责苏共领导人出卖全世界的共产党员,1963-09-01,1963-09
你们揭露了那些用列宁名义粗暴地歪曲一切的人苏联工人阶级同你们站在一起,1963-09-01,1963-09
苏共领导人是诽谤者保共党员斥责保共领导人跟着指挥棒转,1963-09-01,1963-09
赫鲁晓夫同教皇和资本家这样亲密一个七十七岁的美国老太太感到痛心,1963-09-01,1963-09
中国兄弟挺身而出力挽狂澜一位波兰同志向中国领导人致谢,1963-09-01,1963-09
共同斗争反对共同敌人,1963-09-01,1963-09
可耻的叛变  卢森堡读者指出赫鲁晓夫和帝国主义者合拍,1963-09-01,1963-09
“你们擦亮了全世界人民的眼睛”一个墨西哥人说被压迫人民将更加坚定地团结在中国的周围,1963-09-01,1963-09
必须清算修正主义,1963-09-01,1963-09
强烈地支持中国的路线,1963-09-01,1963-09
修正主义挡不住历史进程,1963-09-01,1963-09
完全赞同中共提出的总路线,1963-09-01,1963-09
中国观点表达各国人民愿望,1963-09-01,1963-09
非洲人民的心声团结起来同修正主义者斗争,1963-09-01,1963-09
越南《人民报》就毛主席反对美吴集团侵略越南南方的声明发表社论毛主席声明为全越人民增强了战斗力,1963-09-01,1963-09
朝鲜报纸刊登毛主席的声明,1963-09-01,1963-09
我国许多人民团体电越南有关人民团体坚决支持胡主席声明完全拥护毛主席声明强烈谴责美吴集团血腥镇压南越人民和佛教徒的滔天罪行,1963-09-01,1963-09
我文化部举行文艺晚会欢迎艾地同志和印度尼西亚共产党代表团,1963-09-01,1963-09
许广平宴请日中友协妇女代表团,1963-09-01,1963-09
日妇女活动家桦光子回国,1963-09-01,1963-09
中朝日学术界知名人士签订共同声明团结起来反对共同敌人美帝国主义朱光举行招待会庆祝共同声明的签订,1963-09-01,1963-09
中国马里签订广播合作协定梅益和库亚特分别举行宴会和酒会庆贺,1963-09-01,1963-09
纪念世界上成立红十字会一百周年中国红十字会举行报告会,1963-09-01,1963-09
中朝日三国学术界知名人士关于促进学术文化交流的共同声明,1963-09-01,1963-09
苏联政府八月二十一日声明,1963-09-01,1963-09
苏报刊大肆攻击中国在禁止核试验问题上的正确立场妄图替苏领导人投降政策辩解,1963-09-01,1963-09
苏美首脑间直通电讯联系开始使用,1963-09-01,1963-09
捷报刊反华宣传放肆得很只是鹦鹉学舌讲不出道理,1963-09-01,1963-09
我国党和国家领导人致电越南党和国家领导人热烈祝贺越南民主共和国成立十八周年中国人民坚决支持胡志明主席声明和支持越南南方人民的斗争中国人民坚信越南人民一定能够实现和平统一祖国的神圣事业,1963-09-02,1963-09
首都盛会隆重庆祝越南人民光荣节日,1963-09-02,1963-09
崔庸健委员长宴请郝德青大使,1963-09-02,1963-09
越南南方民族解放阵线驻阿尔及尔代表发表谈话感谢毛主席支持越南南方人民越南南方人民始终相信兄弟般的中国人民站在他们一边,1963-09-02,1963-09
中国佛教协会呼吁全世界佛教徒支持南越人民首都佛教界祈祷南越佛教徒和人民反对美吴集团的斗争早日胜利,1963-09-02,1963-09
今日要目,1963-09-02,1963-09
今日天气预报（北京地区）,1963-09-02,1963-09
坚持勤俭办企业的政治方向（社论）,1963-09-02,1963-09
共青团中央写信给朝鲜民青同盟中央感谢李镇善抢救我国溺水儿童的英勇行为沈阳哈尔滨等地举行集会学习李镇善的国际主义精神,1963-09-02,1963-09
