平定二高宣传队下乡宣传时事组织群众生产,1947-01-19,1947-01,社会
人帮人村帮村屯留农民互助翻身,1947-01-27,1947-01,社会
沁源保证贫苦农民获得土地深入发动山庄窝铺,1947-01-30,1947-01,社会
湖西地方武装深入敌后三天三捷歼敌七百,1947-02-08,1947-02,社会
阎军铡死善良百姓激起人民高度愤怒,1947-02-11,1947-02,社会
鲁南边沿区某庄罢免坏干部群众翻了身,1947-02-14,1947-02,社会
司马村干部积极分子打破居功思想合理分配果实,1947-02-21,1947-02,社会
广东四川饥民抢米,1947-03-07,1947-03,社会
邢市翻身妇女积极开展纺织百余木工正赶制纺车,1947-03-08,1947-03,社会
区干首先带头检讨启发村干鼓舞群众,1947-03-20,1947-03,社会
陕北榆横新区群众热烈参军誓灭蒋胡,1947-03-28,1947-03,社会
老年人畅谈地主来历张官屯解除命穷思想,1947-03-31,1947-03,社会
大众合作社救济跑反群众,1947-04-29,1947-04,社会
群众要求斗透地主翻透身鸡泽生产中贯彻复查,1947-05-06,1947-05,社会
荣退军人带头推动松树坪村竞赛下种,1947-05-12,1947-05,社会
县长带头点种肥乡村村嫌水桶少,1947-05-21,1947-05,社会
浮山女英雄赵美英率队赴收复区助耕,1947-05-22,1947-05,社会
军供炸弹厂职工献金四百万劳军,1947-05-28,1947-05,社会
青岛蒋美军发生斗殴,1947-06-03,1947-06,社会
吉林边沿区男女踊跃参加战勤,1947-06-11,1947-06,社会
干集组织临时互助继续抢种七百余亩,1947-06-14,1947-06,社会
济源修复四条大渠两万亩地重获水利,1947-06-17,1947-06,社会
长信等村修成大渠再开支渠扩大浇地,1947-06-21,1947-06,社会
晋南人民热爱解放军给杀敌英雄献礼贺功,1947-06-26,1947-06,社会
西仵村贫雇为骨干领导节约,1947-07-05,1947-07,社会
冀鲁豫敌后游击队到处撑腰领导分田,1947-07-14,1947-07,社会
威县厉行节约支援大反攻数十个村不卖烟酒,1947-07-16,1947-07,社会
长子、安泽村干生产节约努力村款自给,1947-08-14,1947-08,社会
蒋政府积极筹办伪选狗打架热闹场面开始,1947-08-15,1947-08,社会
长子干部深入动员全县麦地普犁一遍,1947-08-15,1947-08,社会
榆次农民逃奔我区组织武装回去复仇,1947-09-16,1947-09,社会
伊阳东小店阻击战中我军击溃匪一个团,1947-10-05,1947-10,社会
沁县沁源各村遍传反攻捷音,1947-10-11,1947-10,社会
大批干部踊跃南征帮助中原农民翻身,1947-10-17,1947-10,社会
豫陕前线新解放战士曾绍武机智俘敌立功,1947-10-23,1947-10,社会
和川各界献金献棉解决出征民兵困难,1947-10-24,1947-10,社会
淮阴群众反抗蒋匪抓丁捣毁蒋记镇公所县政府,1947-11-15,1947-11,社会
东北翻身农民奋勇参军参战,1947-11-18,1947-11,社会
黑城运输队赚钱买牲口,1947-11-25,1947-11,社会
沙河某镇设招待站解决运粮民工困难,1947-12-01,1947-12,社会
太行地方武装主动进攻敌人十天歼匪三百余名,1947-12-15,1947-12,社会
鸡泽整理财政确立制度严禁村干浪费,1947-12-22,1947-12,社会
深入到村亲自交给雇贫农曹经理背款下乡,1947-12-25,1947-12,社会
